Date,KO,DIS,GE,IBM,JNJ,MRK,PG,XRX,MCD,AXP,LLY,PEP,PFE,TXN,WMT
11/27/70,18.74,49.79,91.83,317.80,37.78,23.68,39.63,605.94,14.83,,,,,,
11/30/70,18.77,50.89,92.75,316.51,37.62,23.81,41.29,613.32,15.40,,,,,,
12/1/70,18.80,50.04,91.83,317.28,37.14,23.86,40.85,600.45,15.27,,,,,,
12/2/70,18.88,50.89,93.01,323.46,37.54,23.96,41.11,610.75,15.54,,,,,,
12/3/70,19.19,50.47,92.09,320.89,36.82,24.47,41.46,606.46,15.58,,,,,,
12/4/70,19.27,50.89,91.83,321.14,36.50,24.88,41.72,612.46,15.80,,,,,,
12/7/70,19.38,50.85,92.78,325.52,36.02,24.84,41.55,622.76,15.49,,,,,,
12/8/70,19.61,49.87,92.38,325.78,36.02,25.45,42.07,615.89,15.89,,,,,,
12/9/70,19.33,49.53,93.57,326.81,36.26,25.48,41.89,610.75,15.63,,,,,,
12/10/70,19.10,49.24,95.03,327.07,36.18,25.35,41.89,590.16,15.58,,,,,,
12/11/70,18.91,50.00,96.21,326.55,35.06,25.45,41.72,593.59,15.58,,,,,,
12/14/70,18.82,48.68,96.08,320.11,34.98,25.21,41.89,598.74,15.72,,,,,,
12/15/70,18.88,47.67,95.82,320.37,36.10,25.18,41.89,602.17,15.76,,,,,,
12/16/70,18.88,47.84,95.95,322.43,37.30,25.15,41.55,596.17,15.80,,,,,,
12/17/70,18.80,48.01,96.48,322.43,36.98,25.38,41.55,580.73,16.20,,,,,,
12/18/70,18.71,47.12,97.01,325.01,37.06,25.18,40.68,585.87,16.38,,,,,,
12/21/70,18.63,47.16,95.03,326.81,36.66,25.18,40.24,581.58,16.16,,,,,,
12/22/70,18.57,47.07,96.21,325.52,36.18,25.15,39.90,573.01,15.80,,,,,,
12/23/70,18.46,46.82,96.88,321.92,36.58,25.18,40.16,574.72,16.11,,,,,,
12/24/70,18.60,46.73,95.95,324.49,36.90,25.21,39.98,589.30,16.20,,,,,,
12/28/70,18.77,47.50,95.16,328.10,36.98,25.42,39.98,584.16,15.98,,,,,,
12/29/70,18.96,49.19,97.14,329.90,37.14,25.79,39.98,586.73,16.34,,,,,,
12/30/70,19.24,48.60,97.67,329.13,36.50,26.36,39.90,588.45,16.47,,,,,,
12/31/70,18.99,47.96,99.25,327.32,36.50,26.80,40.33,593.59,16.47,,,,,,
1/4/71,18.63,46.90,99.25,322.43,36.66,25.72,39.98,590.16,15.85,,,,,,
1/5/71,18.38,47.88,99.78,325.78,37.14,25.72,39.98,597.02,16.07,,,,,,
1/6/71,18.68,50.21,98.86,327.58,37.78,25.72,39.63,605.60,15.98,,,,,,
1/7/71,19.24,51.31,99.25,325.78,39.22,25.76,40.33,601.31,15.94,,,,,,
1/8/71,19.24,50.51,98.99,323.98,39.70,25.72,40.50,594.45,15.76,,,,,,
1/11/71,19.22,51.57,99.12,321.92,40.98,25.76,40.68,585.01,15.89,,,,,,
1/12/71,19.16,52.59,99.25,325.26,41.46,25.92,41.03,590.16,16.16,,,,,,
1/13/71,19.27,52.76,98.99,325.14,41.94,25.92,40.76,591.88,16.20,,,,,,
1/14/71,19.27,53.39,99.92,323.98,42.26,26.06,39.72,587.59,16.34,,,,,,
1/15/71,19.22,53.86,100.71,319.34,41.54,26.36,39.72,584.16,16.43,,,,,,
1/18/71,18.99,53.10,100.71,321.14,38.90,26.03,39.53,592.73,16.96,,,,,,
1/19/71,18.99,52.25,101.37,322.17,39.94,26.13,39.88,596.17,17.00,,,,,,
1/20/71,19.13,51.40,101.90,324.23,40.66,26.33,40.05,603.03,17.09,,,,,,
1/21/71,19.16,52.42,105.86,325.01,40.26,26.53,39.79,603.89,17.36,,,,,,
1/22/71,19.08,51.91,109.70,326.04,40.50,26.67,39.44,613.32,17.71,,,,,,
1/25/71,19.22,53.94,111.55,331.45,40.18,26.47,39.62,622.76,17.76,,,,,,
1/26/71,19.16,53.69,109.43,335.82,41.22,26.47,39.44,634.77,17.93,,,,,,
1/27/71,19.22,53.31,105.86,332.22,40.66,26.06,39.88,633.91,17.58,,,,,,
1/28/71,19.50,53.48,105.60,327.07,40.82,25.99,40.49,651.92,17.62,,,,,,
1/29/71,19.50,53.90,104.94,335.31,41.30,25.79,40.93,666.50,18.11,,,,,,
2/1/71,19.38,54.37,110.75,337.11,41.46,25.72,40.93,669.08,18.11,,,,,,
2/2/71,19.36,55.47,108.51,337.63,42.10,26.13,40.84,663.07,18.20,,,,,,
2/3/71,19.36,56.32,108.90,338.53,42.90,25.99,40.75,664.79,18.29,,,,,,
2/4/71,19.27,58.01,109.43,340.46,42.90,26.33,40.75,675.08,18.38,,,,,,
2/5/71,19.27,59.03,109.43,348.01,43.22,26.47,40.75,671.65,19.09,,,,,,
2/8/71,19.27,58.69,111.28,352.40,43.38,26.40,41.19,663.07,19.13,,,,,,
2/9/71,19.41,57.00,109.96,350.08,43.06,26.53,40.84,655.35,18.91,,,,,,
2/10/71,19.55,55.98,110.75,348.78,45.62,27.11,41.10,648.49,19.00,,,,,,
2/11/71,19.78,56.40,110.49,350.34,44.82,27.08,41.10,656.21,18.96,,,,,,
2/12/71,19.78,58.65,112.74,351.11,44.42,26.80,41.02,661.36,19.09,,,,,,
2/16/71,19.83,58.48,111.81,353.31,44.34,26.53,41.45,653.64,19.00,,,,,,
2/17/71,19.50,58.65,109.96,348.01,44.18,26.60,40.84,647.63,19.31,,,,,,
2/18/71,19.33,58.78,110.22,340.51,44.50,26.64,40.93,649.35,19.22,,,,,,
2/19/71,19.22,58.86,109.43,339.48,43.22,26.30,40.32,643.34,19.13,,,,,,
2/22/71,18.94,58.48,108.90,341.80,43.15,25.82,40.05,638.20,18.82,,,,,,
2/23/71,19.10,57.63,109.56,346.72,44.27,26.06,40.40,644.20,19.13,,,,,,
2/24/71,19.24,59.71,111.41,349.82,44.75,25.79,40.32,645.92,19.44,,,,,,
2/25/71,19.36,60.26,114.32,345.42,45.39,26.06,40.93,651.92,19.44,,,,,,
2/26/71,19.52,60.30,114.32,348.01,45.23,26.06,40.93,660.50,19.71,,,,,,
3/1/71,19.66,63.19,113.79,350.59,45.47,26.09,41.02,669.61,20.51,,,,,,
3/2/71,19.66,66.16,114.32,349.56,45.63,26.01,41.45,661.88,20.69,,,,,,
3/3/71,19.69,64.21,115.28,348.78,45.39,25.94,41.45,662.73,20.60,,,,,,
3/4/71,20.09,66.16,116.34,352.40,46.75,26.07,41.37,667.03,20.91,,,,,,
3/5/71,20.06,66.92,117.41,357.32,48.12,26.01,41.28,683.37,21.09,,,,,,
3/8/71,20.26,68.70,117.27,360.42,48.12,25.97,41.28,685.08,21.66,,,,,,
3/9/71,20.60,71.59,114.88,360.94,49.40,25.87,41.19,686.80,22.42,,,,,,
3/10/71,20.82,73.37,115.54,360.68,51.33,25.87,41.37,695.40,22.42,,,,,,
3/11/71,20.60,69.63,114.61,359.64,48.76,25.94,41.63,695.40,21.75,,,,,,
3/12/71,20.65,68.53,115.54,366.11,47.96,26.11,41.28,694.54,21.75,,,,,,
3/15/71,20.54,68.96,118.07,375.93,48.28,26.55,41.80,720.33,22.51,,,,,,
3/16/71,20.88,68.70,117.54,374.90,50.04,26.96,42.68,732.36,22.64,,,,,,
3/17/71,20.99,67.85,117.54,375.93,50.68,27.03,42.85,729.78,22.82,,,,,,
3/18/71,21.22,68.62,117.41,373.35,50.12,27.16,43.73,723.76,22.68,,,,,,
3/19/71,21.24,68.19,117.80,372.96,49.48,27.06,43.55,740.10,23.17,,,,,,
3/22/71,21.13,66.16,117.41,370.76,48.76,27.26,43.90,730.64,23.17,,,,,,
3/23/71,20.79,67.34,118.20,367.92,47.32,27.23,43.64,731.50,23.40,,,,,,
3/24/71,20.93,67.85,117.67,367.14,47.48,27.03,43.46,722.05,22.82,,,,,,
3/25/71,20.74,68.36,118.20,368.18,47.32,26.92,43.73,710.01,23.00,,,,,,
3/26/71,21.05,70.06,118.87,370.24,48.28,26.69,43.73,707.43,23.44,,,,,,
3/29/71,21.33,71.25,119.13,368.69,49.24,26.86,42.33,716.03,23.97,,,,,,
3/30/71,21.27,70.99,118.87,369.21,49.80,27.50,43.11,719.47,24.15,,,,,,
3/31/71,21.22,68.53,119.13,369.73,49.56,27.26,43.64,728.92,24.33,,,,,,
4/1/71,21.38,69.38,119.40,368.18,49.32,27.40,43.29,726.34,24.33,,,,,,
4/2/71,21.30,68.36,118.74,370.24,49.40,27.64,43.20,740.10,24.82,,,,,,
4/5/71,21.47,69.38,119.67,373.09,49.00,27.50,43.46,747.83,24.90,,,,,,
4/6/71,21.83,68.62,123.52,373.48,49.08,27.57,43.55,753.85,24.50,,,,,,
4/7/71,22.00,69.55,124.45,373.35,49.08,27.33,43.73,751.27,24.95,,,,,,
4/8/71,22.62,68.70,124.19,368.95,48.76,27.03,43.38,743.54,25.17,,,,,,
4/12/71,23.47,70.57,125.92,369.21,49.08,27.23,42.85,750.41,25.48,,,,,,
4/13/71,22.79,69.72,126.05,370.24,49.40,27.47,42.68,746.11,26.01,,,,,,
4/14/71,22.28,69.04,127.64,371.02,50.36,27.84,42.76,744.40,25.88,,,,,,
4/15/71,22.28,69.89,126.85,368.43,50.76,27.43,42.85,734.94,25.53,,,,,,
4/16/71,22.17,71.25,127.11,364.04,51.00,27.60,43.46,727.20,25.57,,,,,,
4/19/71,22.34,73.62,127.11,366.11,51.24,27.78,43.97,711.73,26.15,,,,,,
4/20/71,22.06,73.20,126.18,368.18,51.00,27.40,43.80,709.15,25.88,,,,,,
4/21/71,21.95,74.47,128.04,365.07,50.84,27.43,43.01,706.57,26.06,,,,,,
4/22/71,21.67,75.74,128.04,364.04,50.84,27.40,42.39,709.15,25.75,,,,,,
4/23/71,21.69,76.42,131.10,367.14,50.28,27.20,42.13,718.61,25.75,,,,,,
4/26/71,22.06,81.00,128.84,368.18,50.52,27.09,41.86,720.33,26.46,,,,,,
4/27/71,21.97,72.60,130.30,370.24,51.81,27.64,41.16,717.75,26.64,,,,,,
4/28/71,21.95,78.03,131.90,373.60,53.09,27.64,41.34,731.50,27.26,,,,,,
4/29/71,21.89,76.67,131.63,374.38,53.41,28.05,41.69,736.66,26.86,,,,,,
4/30/71,21.64,76.67,130.70,369.99,54.21,28.25,42.57,730.64,26.64,,,,,,
5/3/71,21.61,78.03,129.64,365.33,53.33,28.80,42.30,734.08,26.64,,,,,,
5/4/71,21.83,79.13,129.24,365.59,53.57,29.34,42.48,749.55,26.64,,,,,,
5/5/71,21.95,81.85,129.37,365.07,54.85,29.34,42.66,746.11,26.37,,,,,,
5/6/71,22.06,79.47,128.18,363.78,57.02,29.92,42.39,749.55,26.90,,,,,,
5/7/71,22.12,79.81,128.57,360.20,58.06,29.75,42.13,742.68,26.81,,,,,,
5/10/71,22.12,81.51,128.44,357.86,57.50,29.75,42.04,740.10,26.32,,,,,,
5/11/71,22.57,83.88,128.84,355.27,57.42,29.95,42.39,733.22,26.50,,,,,,
5/12/71,22.73,85.83,127.91,355.53,56.94,30.02,42.83,747.83,26.81,,,,,,
5/13/71,22.79,86.60,129.51,353.19,56.78,29.78,42.92,742.68,27.61,,,,,,
5/14/71,22.96,84.48,128.44,348.26,56.94,29.61,42.74,738.38,28.37,,,,,,
5/17/71,22.28,82.19,124.19,346.70,55.96,29.00,42.22,730.64,27.43,,,,,,
5/18/71,22.40,83.46,124.72,350.86,56.36,28.86,41.86,734.94,27.43,,,,,,
5/19/71,22.51,83.63,127.51,355.01,56.36,29.20,41.86,730.64,27.61,,,,,,
5/20/71,22.68,84.48,129.37,361.24,56.44,29.14,41.78,733.22,27.57,,,,,,
5/21/71,22.90,84.65,129.11,357.08,55.96,28.93,42.04,731.50,27.48,,,,,,
5/24/71,22.59,82.70,129.11,353.97,55.72,28.66,41.78,726.34,27.52,,,,,,
5/25/71,22.34,80.92,128.18,349.82,56.04,28.32,41.51,727.20,27.66,,,,,,
5/26/71,22.43,80.75,126.71,350.08,55.56,28.25,41.69,727.20,27.70,,,,,,
5/27/71,22.54,80.58,126.85,346.70,55.08,28.22,42.04,726.34,27.88,,,,,,
5/28/71,22.65,82.36,127.51,339.44,55.56,28.32,41.86,722.55,28.06,,,,,,
6/1/71,22.57,84.14,128.71,341.25,55.88,28.25,42.48,732.03,28.41,,,,,,
6/2/71,22.73,83.63,129.11,338.92,56.68,28.46,42.48,740.64,29.65,,,,,,
6/3/71,22.90,82.19,129.90,333.47,57.00,28.76,42.92,739.78,30.72,,,,,,
6/4/71,23.16,79.39,130.57,336.58,57.16,28.66,43.80,755.28,29.57,,,,,,
6/7/71,23.49,77.61,131.37,329.84,56.76,28.88,43.80,759.59,29.65,,,,,,
6/8/71,23.44,77.69,126.85,324.39,56.20,28.67,44.06,756.14,29.30,,,,,,
6/9/71,23.27,77.69,126.58,330.35,56.36,28.54,44.24,747.53,29.12,,,,,,
6/10/71,23.27,76.93,128.97,333.73,56.68,28.40,44.77,745.81,29.61,,,,,,
6/11/71,23.50,77.01,130.57,336.84,57.16,28.26,45.65,766.48,29.43,,,,,,
6/14/71,23.56,76.84,128.71,330.74,58.69,28.19,45.65,757.86,29.57,,,,,,
6/15/71,23.61,75.66,125.78,333.73,60.86,28.19,45.65,775.09,30.56,,,,,,
6/16/71,23.53,76.84,128.18,335.80,61.82,28.13,45.21,789.73,31.30,,,,,,
6/17/71,23.27,77.27,129.46,333.21,60.70,27.99,45.21,809.54,31.16,,,,,,
6/18/71,22.59,75.66,127.32,327.50,60.54,27.65,45.21,785.42,29.50,,,,,,
6/21/71,22.76,74.72,124.38,325.94,59.41,27.65,45.47,773.37,28.03,,,,,,
6/22/71,22.82,74.98,125.71,326.72,58.13,27.65,45.29,775.09,28.57,,,,,,
6/23/71,22.85,76.08,126.78,327.24,59.73,28.06,45.12,776.81,29.10,,,,,,
6/24/71,22.79,76.67,125.18,324.91,60.54,27.58,45.65,768.20,29.57,,,,,,
6/25/71,22.65,75.32,125.45,323.09,59.73,27.75,45.38,767.34,31.03,,,,,,
6/28/71,22.71,75.32,125.18,323.61,59.09,27.31,45.47,776.81,31.23,,,,,,
6/29/71,22.93,76.67,127.32,325.94,60.86,27.58,45.38,787.15,31.96,,,,,,
6/30/71,23.19,77.35,129.99,329.06,61.82,27.89,45.56,799.20,31.83,,,,,,
7/1/71,23.39,76.17,130.26,329.84,62.06,27.72,45.65,803.51,31.43,,,,,,
7/2/71,23.44,76.59,129.73,331.13,61.74,27.37,45.91,808.68,31.43,,,,,,
7/6/71,23.27,77.18,130.26,328.54,61.02,27.20,46.35,811.26,31.70,,,,,,
7/7/71,23.16,78.71,130.53,323.35,60.13,27.78,47.32,818.15,31.90,,,,,,
7/8/71,23.05,78.71,131.60,323.09,60.70,27.78,48.46,816.43,31.70,,,,,,
7/9/71,22.82,78.20,131.06,328.02,61.18,27.85,47.84,819.01,31.50,,,,,,
7/12/71,22.79,77.86,130.53,326.98,61.50,27.82,48.02,816.43,31.63,,,,,,
7/13/71,22.57,72.94,128.12,313.49,61.02,27.92,48.02,805.23,31.10,,,,,,
7/14/71,22.26,76.17,125.71,311.41,60.86,27.92,48.37,800.06,30.36,,,,,,
7/15/71,22.74,74.64,125.18,309.33,61.82,28.02,48.90,802.65,30.10,,,,,,
7/16/71,22.76,74.21,120.63,305.70,61.42,28.16,49.16,794.03,29.97,,,,,,
7/19/71,23.05,74.30,120.63,307.78,60.54,28.09,49.34,789.73,30.36,,,,,,
7/20/71,23.30,74.81,123.31,310.37,61.34,28.37,49.25,790.59,30.36,,,,,,
7/21/71,23.33,72.09,121.70,313.23,61.50,28.74,49.52,794.03,30.96,,,,,,
7/22/71,23.33,72.60,116.62,310.89,61.26,28.61,49.43,796.62,30.90,,,,,,
7/23/71,23.33,73.11,119.03,309.33,63.10,28.71,49.61,800.06,29.97,,,,,,
7/26/71,23.27,72.60,117.16,308.04,62.62,28.78,50.05,801.79,29.30,,,,,,
7/27/71,23.05,70.48,116.62,303.88,61.34,28.61,49.87,784.56,29.43,,,,,,
7/28/71,22.88,70.06,115.02,310.89,60.94,28.61,49.69,775.09,29.17,,,,,,
7/29/71,22.51,68.62,113.68,308.04,60.05,28.47,48.37,781.98,28.83,,,,,,
7/30/71,22.57,69.13,114.21,302.33,60.37,28.13,47.13,775.09,28.77,,,,,,
8/2/71,22.54,68.96,116.89,304.92,59.73,28.47,47.40,757.86,29.83,,,,,,
8/3/71,22.43,67.17,115.55,301.03,57.65,27.78,46.78,732.03,28.83,,,,,,
8/4/71,22.51,67.77,115.28,297.92,58.37,27.78,46.42,737.20,28.17,,,,,,
8/5/71,22.65,69.21,117.42,297.92,57.89,28.02,46.25,744.95,28.57,,,,,,
8/6/71,22.85,69.72,118.76,297.71,56.20,27.65,47.13,754.42,29.30,,,,,,
8/9/71,22.82,69.46,116.62,296.14,55.00,27.51,46.69,749.25,30.03,,,,,,
8/10/71,22.82,68.53,116.62,298.23,56.52,27.75,46.86,744.08,30.30,,,,,,
8/11/71,23.05,70.40,119.30,303.70,58.29,27.51,47.40,764.75,30.90,,,,,,
8/12/71,23.05,71.25,120.63,309.44,59.17,27.61,47.84,776.81,30.76,,,,,,
8/13/71,23.05,69.63,119.03,307.61,60.05,27.31,48.10,778.53,30.63,,,,,,
8/16/71,23.44,73.54,126.25,327.43,62.86,28.06,49.69,816.43,31.63,,,,,,
8/17/71,23.05,73.28,131.60,329.25,62.62,28.13,49.52,820.73,31.90,,,,,,
8/18/71,22.93,72.52,130.26,323.52,60.86,28.40,49.52,809.54,30.36,,,,,,
8/19/71,23.05,72.18,130.26,320.13,60.54,28.33,49.25,802.65,30.16,,,,,,
8/20/71,23.61,72.94,128.92,322.21,60.46,28.71,48.99,806.95,30.90,,,,,,
8/23/71,24.40,74.98,129.73,328.21,61.56,29.56,49.16,806.09,30.96,,,,,,
8/24/71,24.54,77.52,131.33,331.86,61.73,29.49,49.87,816.43,31.36,,,,,,
8/25/71,24.46,79.81,132.13,328.21,61.56,29.91,50.93,819.01,30.96,,,,,,
8/26/71,24.29,78.71,132.67,327.43,60.76,30.04,50.84,816.43,30.36,,,,,,
8/27/71,24.60,79.90,133.20,328.99,60.12,30.11,51.11,828.48,31.30,,,,,,
8/30/71,24.60,77.95,132.67,323.39,57.95,29.80,50.84,810.40,31.43,,,,,,
8/31/71,24.63,77.69,132.67,317.00,58.67,29.32,50.93,799.20,31.30,,,,,,
9/1/71,24.57,77.35,132.94,314.39,58.03,29.84,50.58,807.81,31.16,,,,,,
9/2/71,24.52,78.20,135.08,312.31,58.51,30.08,51.20,811.26,31.83,,,,,,
9/3/71,24.63,79.05,138.29,320.91,58.67,31.36,51.11,822.13,33.09,,,,,,
9/7/71,24.68,77.44,137.75,323.26,58.35,30.95,51.29,822.13,34.03,,,,,,
9/8/71,24.68,77.86,138.29,323.78,58.51,30.68,51.64,834.21,33.69,,,,,,
9/9/71,24.68,77.01,138.55,319.48,58.91,30.54,51.82,826.44,33.63,,,,,,
9/10/71,24.43,76.50,139.62,318.30,58.99,30.26,51.55,822.99,34.43,,,,,,
9/13/71,24.26,76.93,135.61,312.83,58.99,30.02,51.90,816.95,33.96,,,,,,
9/14/71,23.98,76.08,134.27,312.57,58.43,29.85,51.64,801.42,34.09,,,,,,
9/15/71,24.35,76.50,134.81,315.96,58.51,30.19,51.82,805.74,34.56,,,,,,
9/16/71,24.15,77.18,135.08,313.87,58.19,30.54,51.64,803.15,34.29,,,,,,
9/17/71,24.21,77.86,135.61,313.61,58.19,30.95,51.46,812.64,34.23,,,,,,
9/20/71,24.32,77.69,134.01,317.00,57.55,30.95,51.46,811.78,34.23,,,,,,
9/21/71,24.18,76.84,133.15,318.56,57.22,30.98,51.55,797.97,33.03,,,,,,
9/22/71,24.24,76.00,131.80,320.91,57.38,30.68,51.29,793.66,31.96,,,,,,
9/23/71,24.15,75.83,133.68,318.04,57.87,30.74,50.76,800.56,31.56,,,,,,
9/24/71,24.43,75.66,132.34,317.78,57.71,30.78,51.11,800.56,32.23,,,,,,
9/27/71,24.26,74.98,129.11,316.87,57.06,30.37,51.20,799.70,32.63,,,,,,
9/28/71,24.26,74.72,129.11,317.26,56.90,30.61,50.31,799.70,33.03,,,,,,
9/29/71,24.43,73.96,129.65,315.70,57.06,30.54,50.67,796.25,32.76,,,,,,
9/30/71,24.60,73.54,132.34,316.74,58.11,30.88,50.22,795.39,32.90,,,,,,
10/1/71,24.89,73.88,133.42,319.08,57.63,30.81,51.11,803.15,33.29,,,,,,
10/4/71,25.23,67.51,134.76,319.61,57.63,30.81,50.93,801.42,33.16,,,,,,
10/5/71,25.23,69.72,133.42,320.91,57.87,30.92,50.58,804.01,34.43,,,,,,
10/6/71,25.28,71.67,137.18,322.21,58.19,31.43,51.29,800.56,34.96,,,,,,
10/7/71,25.74,70.23,137.72,321.69,57.71,31.57,51.11,796.25,35.43,,,,,,
10/8/71,25.91,69.72,136.91,317.78,57.22,31.74,50.93,794.52,35.29,,,,,,
10/11/71,25.68,69.80,134.49,318.82,57.38,31.71,51.11,790.21,35.36,,,,,,
10/12/71,24.83,68.19,134.22,328.60,58.03,31.71,50.93,789.35,34.63,,,,,,
10/13/71,24.77,66.41,133.68,322.47,57.95,32.12,51.29,791.93,34.23,,,,,,
10/14/71,24.21,64.97,132.61,320.91,57.06,32.08,51.20,786.76,33.43,,,,,,
10/15/71,24.41,66.41,132.88,321.95,56.58,31.78,50.67,772.96,33.23,,,,,,
10/18/71,24.43,66.92,133.15,322.21,56.10,30.95,50.31,773.82,33.43,,,,,,
10/19/71,24.38,67.85,132.88,322.21,54.65,31.36,49.96,762.60,33.49,,,,,,
10/20/71,24.26,68.45,129.11,318.04,55.21,30.54,49.78,757.43,33.16,,,,,,
10/21/71,24.49,70.40,128.57,317.00,56.58,30.61,49.51,762.60,32.50,,,,,,
10/22/71,25.06,69.80,125.88,314.52,57.71,30.54,49.60,771.23,32.70,,,,,,
10/25/71,24.72,71.25,127.23,314.91,57.47,30.54,49.42,781.58,32.23,,,,,,
10/26/71,24.49,72.09,124.81,311.79,57.22,30.26,49.69,769.51,32.36,,,,,,
10/27/71,24.38,72.60,125.35,309.70,57.14,30.40,49.78,747.94,31.50,,,,,,
10/28/71,24.60,72.86,125.35,311.00,57.22,30.88,50.04,747.08,32.03,,,,,,
10/29/71,24.72,73.37,125.35,313.35,57.87,31.60,50.49,758.29,33.16,,,,,,
11/1/71,24.60,70.40,122.12,304.88,57.06,31.16,50.13,747.08,32.96,,,,,,
11/2/71,24.63,70.65,123.19,308.14,57.55,31.09,49.96,747.94,32.50,,,,,,
11/3/71,25.17,72.01,126.15,315.96,57.87,31.47,50.31,778.99,33.96,,,,,,
11/4/71,25.28,70.91,126.15,313.09,58.03,31.50,51.56,778.99,34.16,,,,,,
11/5/71,25.31,70.48,124.81,314.19,57.47,31.78,51.56,767.78,34.29,,,,,,
11/8/71,25.40,69.89,124.81,313.40,57.22,31.74,52.00,772.96,34.29,,,,,,
11/9/71,25.57,69.38,124.81,313.14,56.98,32.15,52.62,783.31,35.09,,,,,,
11/10/71,25.28,69.30,122.92,311.31,56.98,32.46,53.33,770.37,34.16,,,,,,
11/11/71,24.26,69.46,121.31,306.07,57.22,31.29,52.71,760.88,33.29,,,,,,
11/12/71,24.38,69.97,119.97,308.17,57.55,30.68,52.71,758.29,33.29,,,,,,
11/15/71,24.12,69.63,118.89,308.17,57.63,30.92,53.69,754.84,33.29,,,,,,
11/16/71,24.21,71.42,121.04,316.28,58.03,30.74,54.13,753.98,33.96,,,,,,
11/17/71,24.26,72.26,122.92,315.24,57.79,31.50,54.58,755.70,33.56,,,,,,
11/18/71,24.32,70.40,122.39,308.69,57.79,31.71,53.33,750.53,33.23,,,,,,
11/19/71,23.81,68.62,121.58,307.38,58.09,31.71,52.09,730.69,32.36,,,,,,
11/22/71,23.70,67.77,120.23,305.55,57.77,30.95,52.80,729.82,32.50,,,,,,
11/23/71,23.92,68.87,120.77,304.24,57.93,30.61,51.91,729.82,32.76,,,,,,
11/24/71,23.96,69.13,119.97,305.55,57.85,30.54,51.91,735.00,32.23,,,,,,
11/26/71,24.64,73.11,123.73,312.88,58.25,31.29,52.53,762.60,33.03,,,,,,
11/29/71,24.75,76.59,126.96,316.54,59.06,31.91,51.20,766.05,34.63,,,,,,
11/30/71,24.64,79.22,128.57,319.95,60.67,32.43,50.93,770.37,35.69,,,,,,
12/1/71,25.04,78.88,131.53,324.40,61.95,32.50,50.93,783.31,36.76,,,,,,
12/2/71,25.49,79.90,130.40,324.14,61.87,32.98,51.20,785.03,36.42,,,,,,
12/3/71,25.78,82.70,132.56,336.18,61.63,33.29,53.16,795.39,36.36,,,,,,
12/6/71,25.38,80.92,130.94,328.06,61.95,33.58,53.51,795.04,37.02,,,,,,
12/7/71,25.21,83.71,131.21,331.99,61.79,33.61,53.96,800.22,38.62,,,,,,
12/8/71,25.44,86.17,132.83,328.33,62.28,33.92,53.87,808.00,39.62,,,,,,
12/9/71,25.72,84.82,131.21,332.52,61.95,33.44,54.31,808.87,39.02,,,,,,
12/10/71,26.18,85.33,131.75,339.85,63.64,33.68,55.11,824.42,38.49,,,,,,
12/13/71,26.18,84.65,133.64,339.59,63.40,33.58,54.93,823.56,38.36,,,,,,
12/14/71,26.18,83.29,133.37,335.13,62.44,33.65,54.58,810.60,37.96,,,,,,
12/15/71,26.09,83.54,135.54,342.60,63.08,33.99,54.93,828.74,37.82,,,,,,
12/16/71,26.06,85.16,137.70,355.03,63.24,34.06,55.38,837.38,39.15,,,,,,
12/17/71,26.40,86.17,140.41,355.03,63.40,35.03,56.09,842.57,39.69,,,,,,
12/20/71,27.06,89.06,143.92,357.65,63.40,36.14,56.27,864.17,41.15,,,,,,
12/21/71,28.34,90.08,142.03,362.36,63.24,35.93,57.60,872.82,41.15,,,,,,
12/22/71,28.08,89.40,139.32,357.39,61.71,35.24,56.44,870.22,40.55,,,,,,
12/23/71,27.29,91.60,139.59,351.89,61.95,34.68,55.64,867.63,39.55,,,,,,
12/27/71,27.14,96.35,138.51,349.27,62.12,34.41,54.58,865.90,39.02,,,,,,
12/28/71,27.29,94.99,139.05,355.29,62.44,34.27,54.49,875.41,39.09,,,,,,
12/29/71,27.31,92.11,137.70,352.94,63.08,33.86,54.58,867.63,39.49,,,,,,
12/30/71,27.14,91.94,133.64,350.84,63.08,34.06,55.64,864.17,39.42,,,,,,
12/31/71,27.77,93.30,135.54,352.41,63.40,34.27,55.82,865.90,40.35,,,,,,
1/3/72,27.43,92.11,136.35,348.75,62.92,34.62,55.47,848.62,40.02,,,,,,
1/4/72,27.49,92.87,136.08,356.08,63.16,35.38,54.84,859.85,40.15,,,,,,
1/5/72,27.31,91.60,136.35,357.13,63.00,35.79,54.67,869.36,39.89,,,,,,
1/6/72,26.57,90.25,137.97,357.13,63.16,35.69,54.58,869.36,40.35,,,,,,
1/7/72,26.40,91.18,139.32,354.77,63.08,35.72,54.31,860.72,41.49,,,,,,
1/10/72,26.69,91.94,139.59,353.99,63.24,35.55,54.76,855.53,41.82,,,,,,
1/11/72,26.97,91.60,139.59,357.13,62.92,35.86,55.11,857.26,41.42,,,,,,
1/12/72,26.89,92.20,138.78,358.44,62.60,35.65,55.38,848.62,40.49,,,,,,
1/13/72,26.40,92.96,136.62,357.13,61.95,35.24,54.67,839.98,40.42,,,,,,
1/14/72,26.46,96.18,136.08,366.55,61.47,35.34,55.47,834.79,39.95,,,,,,
1/17/72,26.26,97.28,138.51,366.03,61.07,35.51,56.63,857.26,40.15,,,,,,
1/18/72,26.23,99.24,138.24,366.03,61.47,35.65,56.09,861.58,40.22,,,,,,
1/19/72,26.18,102.37,138.51,369.96,61.95,35.38,56.36,860.72,40.22,,,,,,
